id_institution,model,test_RMSE,test_SMAPE,test_R2,test_n_obs,normal_RMSE,normal_SMAPE,normal_R2,outage_RMSE,outage_SMAPE,outage_R2,outage_n_obs
10,Mean,2495414844.099001,87.84431253848767,-0.08673156998770182,4030,2548125551.307438,86.73806087398924,-0.09709750781321524,2112778831.3303773,95.18161051021772,-0.02869290795016477,528
10,SN-24,2205166029.6258583,67.7775485038758,0.15136808109919853,4030,2225299124.7895274,67.4442898423883,0.1632795621923766,2066673232.1768057,69.98791182305992,0.015714015974141793,528
10,SN-168,1823129023.6580284,58.49099891912823,0.41994178043369856,4030,1800417272.247203,56.30079932371095,0.4522909407357384,1967140328.6313045,73.01766365994517,0.1082392446201661,528
10,MA-24,2294309874.818924,71.26636193274477,0.08136936585341703,4030,2320755226.1178555,70.33332695648762,0.0899562796316612,2110538251.1903515,77.4547870972383,-0.026512228438669627,528
10,MA-168,2520465011.5133505,83.94279253135873,-0.108659343326029,4030,2566646153.861309,83.28149762627079,-0.11310358655274588,2189648854.2353115,88.32888108745344,-0.10490927820013218,528
11,Mean,1620677783.9356287,138.76997854530975,-0.23510821166895246,4030,1682498404.8178456,137.8794483200384,-0.2644462424767451,1127916356.5011396,144.67648772883302,-0.07268747628781691,528
11,SN-24,1908371319.800547,126.93468634389329,-0.7125269453419667,4030,1959670685.0272667,126.41753263468927,-0.7153677464569188,1525054652.054365,130.3647474985001,-0.9610570845172557,528
11,SN-168,1938370342.2905838,126.70808056074081,-0.7667909418418637,4030,1984770701.0507956,125.0496438299358,-0.7595909860163517,1596846156.8039012,137.70778781695142,-1.1500352276849992,528
11,MA-24,1564067771.9749074,132.7627989446762,-0.15033090048933562,4030,1626186934.6083622,132.84686263761486,-0.1812232397503437,1063903655.0628752,132.205240132799,0.04561408172062886,528
11,MA-168,1606507543.1568983,138.06163557350777,-0.2136045317282531,4030,1664289770.6255622,136.58335497863865,-0.23722570821474864,1152106664.337984,147.8664436099313,-0.11919251904652861,528
12,Mean,791204862.8807168,99.19780726153154,-0.007096725240136159,4028,820925799.1822246,95.6946464646492,-0.010718774953193844,555331590.8073237,122.41951708935004,-0.00944311028765199,528
12,SN-24,854300401.0053612,68.73005512745108,-0.17412546820743247,4028,890261104.0759428,67.41051194126598,-0.18865910903667404,560328300.2247537,77.47702700557205,-0.027690174608090645,528
12,SN-168,795485666.4511617,65.41333864671634,-0.018023973694569317,4028,826742712.3302448,62.96060174925299,-0.025093016738740204,544681268.3890818,81.6720112624772,0.028904438309486746,528
12,MA-24,803511158.1631699,80.46050678830086,-0.03866886211439158,4028,832220580.1683809,78.36724906863058,-0.0387222320018219,578218169.8909283,94.33626818763025,-0.09436087641532409,528
